i,side,reason,confluence,agreement,taken,quality,dist_atr
59132,-1,bounce_resistance,1.0,full,True,96.89,0.3688544007741155
59156,1,bounce_support,-1.0,conflict,True,62.87,0.4224273650086461
59277,1,bounce_support,-0.556,conflict,True,92.11,0.1261329606947658
59282,1,bounce_support,-0.556,conflict,True,86.83,0.34237200648550214
59319,-1,bounce_resistance,1.0,full,True,98.99,0.3115483526216861
59322,-1,bounce_resistance,1.0,full,True,98.63,0.0826729565449136
59325,-1,bounce_resistance,1.0,full,True,97.88,0.3144836441424513
59336,-1,bounce_resistance,1.0,full,True,98.17,0.09129142726129219
59424,-1,bounce_resistance,1.0,full,True,70.21,0.3407551783328192
59475,-1,bounce_resistance,1.0,full,True,97.5,0.37093912169116117
59489,-1,bounce_resistance,1.0,full,True,97.63,0.22027636671223294
59544,1,bounce_support,-1.0,conflict,True,95.89,0.19130990554568658
59569,-1,bounce_resistance,1.0,full,True,90.74,0.38451488037943266
59607,1,bounce_support,-1.0,conflict,True,94.01,0.13139455819751122
59629,-1,bounce_resistance,1.0,full,True,89.47,0.20816779147103265
59673,-1,bounce_resistance,1.0,full,True,98.21,0.08712904484785801
59679,-1,bounce_resistance,1.0,full,True,94.37,0.35194113442867775
